Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,metal,rdkit_smi,pIC50,mw,logp
CHEMBL4873416,,,711.58,2.0,10.17,9,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,IC50,'=',10000.0,nM,5.0,,,UO_0000065,7.03,0.14,-5.17,6.57,0,CHEMBL4843604,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4842348,1,Scientific Literature,J Med Chem,2021.0,,,0,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1ccc(C(F)(F)F)cc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,-4.0,711.5770000000003,10.174219999999991
CHEMBL3099899,,,494.38,1.0,6.06,18,COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC,IC50,'=',6950.0,nM,5.16,,,UO_0000065,10.43,0.21,-0.9,7.03,0,CHEMBL3102172,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3098111,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,0,COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC,-3.8419848045901137,494.37800000000016,6.064600000000005
CHEMBL1290612,,,426.5,0.0,4.1,18,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2cccc(C(F)(F)F)c2)cc1,IC50,'=',4000.0,nM,5.4,,,UO_0000065,12.66,0.25,1.3,10.92,0,CHEMBL1291783,Displacement of [3H]-dofetilide from human hERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1287696,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,0,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2cccc(C(F)(F)F)c2)cc1,-3.6020599913279625,426.5040000000001,4.097800000000004
CHEMBL4209248,,,431.63,0.0,4.54,3,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(/C=C/CN2CCN(C(C)C)CC2)cc1,IC50,'=',2100.0,nM,5.68,,,UO_0000065,13.15,0.24,1.14,15.48,0,CHEMBL4178742,Displacement of [3H]dofetilide from recombinant human ERG expressed in HEK293 cell membranes after 90 mins by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4177561,1,Scientific Literature,J Med Chem,2017.0,,,0,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(/C=C/CN2CCN(C(C)C)CC2)cc1,-3.322219294733919,431.6280000000002,4.538540000000004
CHEMBL2023898,DACLATASVIR,4.0,738.89,2.0,6.22,33,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,IC50,'=',29200.0,nM,4.54,,,UO_0000065,6.14,0.11,-1.69,2.6,0,CHEMBL3123626,Inhibition of human ERG by whole cell patch clamp assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3120093,1,Scientific Literature,J Med Chem,2014.0,,,0,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,-4.465382851448418,738.8900000000001,6.222000000000006
CHEMBL4451572,,,426.94,1.0,7.97,5c,CCCCOc1cc(Cl)c(/N=N/c2c(O)ccc3ccccc23)c(OCCCC)c1,IC50,'=',400.0,nM,6.4,,,UO_0000065,14.99,0.29,-1.57,10.09,0,CHEMBL4315950,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4312019,1,Scientific Literature,Eur J Med Chem,2020.0,,,0,CCCCOc1cc(Cl)c(/N=N/c2c(O)ccc3ccccc23)c(OCCCC)c1,-2.6020599913279625,426.9440000000002,7.972000000000007
CHEMBL3331502,,,435.27,0.0,4.22,10cq,Clc1cccc(CN(CC2CNC2)c2ccccc2)c1Cl,IC50,'=',1880.0,nM,5.73,,,UO_0000065,17.82,0.37,1.51,37.5,0,CHEMBL3385976,Inhibition of human ERG expressed in CHO-K1 cells by automated whole-cell patch-clamp electrophysiology method,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3352820,1,Scientific Literature,ACS Med Chem Lett,2014.0,CHEMBL3307512,,0,Clc1cccc(CN(CC2CNC2)c2ccccc2)c1Cl,-3.27415784926368,321.251,4.219400000000003
CHEMBL246051,,,570.61,1.0,3.79,16c,O=C(NCCN1CCC(F)(F)CC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,IC50,'=',6300.0,nM,5.2,,,UO_0000065,9.11,0.17,1.41,5.48,0,CHEMBL886903,Displacement of [3H]dofetilide from hERG expressed in HEK293 cell membrane,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,0,O=C(NCCN1CCC(F)(F)CC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1,-3.7993405494535817,570.6120000000001,3.7874000000000025
CHEMBL3787636,,,516.65,1.0,3.64,17,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OCC56CCC(CC5)O6)c4)c4c(N)ncnc43)C2)CC1,IC50,'=',15000.0,nM,4.82,,,UO_0000065,9.34,0.17,1.18,4.89,0,CHEMBL3789676,Displacement of [3H]-dofetilide from human ERG channel expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3785066,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,CHEMBL3307715,,0,CC(=O)N1CCN([C@H]2C[C@@H](n3cc(-c4cccc(OCC56CCC(CC5)O6)c4)c4c(N)ncnc43)C2)CC1,-4.176091259055681,516.6460000000005,3.6385000000000014
CHEMBL1289714,,,450.39,1.0,5.05,9i,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1cccc(F)n1,IC50,'=',3981.07,nM,5.4,,,UO_0000065,11.99,0.23,0.35,6.72,0,CHEMBL1293077,Displacement of [3H]-dofetilide in human ERG expressed in CHO cells,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1287671,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,CHEMBL3308072,,0,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1cccc(F)n1,-3.59999981394342,450.39200000000017,5.048800000000004
CHEMBL3785952,,,388.91,0.0,4.39,15,Cc1cc(F)ccc1C1CCN(CC2Cc3c(Cl)ccc(O)c3CN2)CC1,IC50,'=',970.0,nM,6.01,,,UO_0000065,15.46,0.3,1.62,16.94,0,CHEMBL3789775,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells after 60 mins by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3785031,1,Scientific Literature,Eur J Med Chem,2016.0,CHEMBL3307715,,0,Cc1cc(F)ccc1C1CCN(CC2Cc3c(Cl)ccc(O)c3CN2)CC1,-2.9867717342662448,388.91400000000016,4.387020000000003
CHEMBL247891,,,551.63,1.0,4.86,4g,O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,IC50,'=',740.0,nM,6.13,,,UO_0000065,11.11,0.21,1.27,8.17,0,CHEMBL886903,Displacement of [3H]dofetilide from hERG expressed in HEK293 cell membrane,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1139188,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,CHEMBL3307715,,0,O=C(NC1CCN(Cc2ccc(OCCCN(C3CC3)C3CC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1,-2.869231719730976,551.6340000000005,4.861300000000005
CHEMBL454648,,,400.43,0.0,3.95,10c,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,IC50,'=',6000.0,nM,5.22,,,UO_0000065,13.04,0.25,1.27,6.88,0,CHEMBL1022593,Inhibition of human ERG by patch clamp assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1152177,1,Scientific Literature,Bioorg Med Chem Lett,2008.0,,,0,Cc1ncc(-c2nc(Nc3ccc(C(=O)N(C)C)c(F)c3)ncc2F)n1C(C)C,-3.7781512503836434,400.4330000000001,3.953020000000003
CHEMBL223998,,,478.67,1.0,5.44,67,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,IC50,'=',4800.0,nM,5.32,,,UO_0000065,11.11,0.21,-0.12,15.13,0,CHEMBL914755,Displacement of [3H]dofetilide from hERG expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1147155,1,Scientific Literature,J Med Chem,2007.0,CHEMBL3307715,,0,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCCc5ccccc5)c4)n[nH]c2-3)CC1,-3.681241237375587,478.66500000000025,5.441100000000006
CHEMBL3323077,,,561.62,2.0,5.18,8B,CCOC(=O)c1cncc([C@@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)c1,IC50,'=',2520.0,nM,5.6,,,UO_0000065,9.97,0.18,0.42,4.93,0,CHEMBL3378637,Inhibition of human ERG by MK-499 displacement binding analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3352784,1,Scientific Literature,ACS Med Chem Lett,2014.0,,,0,CCOC(=O)c1cncc([C@@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)c1,-3.401400540781544,561.6210000000002,5.181200000000004
CHEMBL4797208,,,497.52,0.0,2.17,24,COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5ccc6c(c5)OCCO6)CO[C@@H]43)c2n1,IC50,'=',20000.0,nM,4.7,,,UO_0000065,9.44,0.18,2.53,4.51,0,CHEMBL4769893,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4765317,1,Scientific Literature,Eur J Med Chem,2020.0,,,0,COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5ccc6c(c5)OCCO6)CO[C@@H]43)c2n1,-4.301029995663981,497.5230000000003,2.1684
CHEMBL4087670,,,524.62,1.0,2.9,19d,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2ncn(CC(F)F)n2)CC1,IC50,'=',34010.0,nM,4.47,,,UO_0000065,8.52,0.16,1.57,5.16,0,CHEMBL4004026,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4002615,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,,,0,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2ncn(CC(F)F)n2)CC1,-4.531606631932722,524.6160000000002,2.8979000000000017
CHEMBL3288029,,,755.96,2.0,5.93,12a,Cc1csc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@@H](C)N[C@@H](C)C5)cc4CN4CCOCC4)c3)CC2)n1,IC50,'=',19952.62,nM,4.7,,,UO_0000065,6.22,0.12,-1.23,3.89,0,CHEMBL3292514,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3286180,1,Scientific Literature,J Med Chem,2014.0,,,0,Cc1csc(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@@H](C)N[C@@H](C)C5)cc4CN4CCOCC4)c3)CC2)n1,-4.29999993144297,755.9609999999996,5.930320000000006
CHEMBL558456,,,434.61,0.0,4.86,cov4p,C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)NCc3ccccc3)cc2)cc1,IC50,'=',571.43,nM,6.24,,,UO_0000065,14.36,0.28,1.38,12.64,0,CHEMBL1827362,Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1821550,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,0,C[C@@H]1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)NCc3ccccc3)cc2)cc1,-2.756963037048553,434.6050000000002,4.858900000000005
CHEMBL1289833,,,442.52,0.0,3.24,7i,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CC3CC2CO3)c1,IC50,'=',16000.0,nM,4.8,,,UO_0000065,10.84,0.2,1.56,7.8,0,CHEMBL1292296,Inhibition of human ERG expressed in HEK cells by mini-patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1287684,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,CHEMBL3307715,,0,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CCN2CC3CC2CO3)c1,-4.204119982655925,442.5190000000003,3.239300000000002
CHEMBL563052,,,545.77,2.0,5.72,3a,COc1ccc([C@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(C(=O)N4CCCC4)(c4ccccc4)CC3)C(C)(C)C2)cc1,IC50,'=',4700.0,nM,5.33,,,UO_0000065,9.76,0.18,-0.39,8.61,0,CHEMBL1053229,Displacement of [35S]MK499 from human ERG potassium channel expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1153458,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,CHEMBL3307715,,0,COc1ccc([C@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(C(=O)N4CCCC4)(c4ccccc4)CC3)C(C)(C)C2)cc1,-3.6720978579357175,545.7680000000004,5.723500000000007
CHEMBL3218482,,,430.46,0.0,4.59,32,Cc1cnc(NC(=O)c2cc(Oc3ccc(C(=O)N(C)C)cc3)c3cc(C)oc3c2)cn1,IC50,'=',59000.0,nM,4.23,,,UO_0000065,9.82,0.18,-0.36,4.33,0,CHEMBL3223962,Inhibition of dofetilide binding to human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3217627,1,Scientific Literature,Medchemcomm,2011.0,,,0,Cc1cnc(NC(=O)c2cc(Oc3ccc(C(=O)N(C)C)cc3)c3cc(C)oc3c2)cn1,-4.770852011642144,430.46400000000017,4.586040000000003
CHEMBL3922902,,,419.53,0.0,2.48,57,COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,IC50,'=',13100.0,nM,4.88,,,UO_0000065,11.64,0.24,2.4,4.37,0,CHEMBL4183120,Inhibition of human ERG expressed in CHOK1 cells for 5 mins at -80 mV holding potential by patch clamp method,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4177751,1,Scientific Literature,J Med Chem,2018.0,,,0,COc1ccc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)nc1,-4.117271295655764,419.53200000000015,2.4808000000000003
CHEMBL1935447,,,339.46,0.0,3.47,10g,COc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,IC50,'=',1500.0,nM,5.82,,,UO_0000065,17.16,0.33,2.35,14.9,0,CHEMBL1938199,Inhibition of human Erg by whole cell patch clamp electrophysiology,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1932929,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,0,COc1ccc(Cn2c([C@H]3CNCCS3)nc3ccccc32)cc1,-3.1760912590556813,339.46400000000006,3.4707000000000017
CHEMBL3908862,,,491.58,1.0,5.55,13,Cc1ncoc1-c1nnc(SCCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,IC50,'=',562.34,nM,6.25,,,UO_0000065,12.71,0.25,0.7,10.42,0,CHEMBL3855279,Inhibition of human ERG transfected in HEK293 cells assessed as reduction in tail current by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3853329,1,Scientific Literature,J Med Chem,2016.0,CHEMBL3307715,,0,Cc1ncoc1-c1nnc(SCCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,-2.749998976558349,491.5830000000002,5.549220000000006
CHEMBL1779535,,,491.64,0.0,2.93,15,CC(=O)N1CCN2CCCc3c(C)c4c(n3-c3ccc(C(N)=O)c(c3)NC[C@H]2C1)CC(C)(C)CC4=O,IC50,'=',24400.0,nM,4.61,,,UO_0000065,9.38,0.17,1.68,4.58,0,CHEMBL1780626,Inhibition of human ERG by HT patch clamp assay,B,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1777689,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,0,CC(=O)N1CCN2CCCc3c(C)c4c(n3-c3ccc(C(N)=O)c(c3)NC[C@H]2C1)CC(C)(C)CC4=O,-4.38738982633873,491.6360000000004,2.9305200000000005
CHEMBL1952142,,,422.41,0.0,3.13,2; ETP-47453,COc1cc(NCC2CCNCC2)nc2c1nnn2-c1cccc(OC(F)(F)F)c1,IC50,'=',2100.0,nM,5.68,,,UO_0000065,13.44,0.26,2.55,6.59,0,CHEMBL4340978,Inhibition of human ERG incubated for 1 hr by Fluorescence polarization binding assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL4340512,1,Scientific Literature,Eur J Med Chem,2019.0,,,0,COc1cc(NCC2CCNCC2)nc2c1nnn2-c1cccc(OC(F)(F)F)c1,-3.420143957021414,422.41100000000006,3.1342000000000008
CHEMBL1916537,,,465.55,0.0,1.95,25f,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,IC50,'=',29000.0,nM,4.54,,,UO_0000065,9.75,0.18,2.59,4.73,0,CHEMBL1919743,Inhibition of human ERG by ionworks HT assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1914454,1,Scientific Literature,J Med Chem,2011.0,,,0,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,-4.4623979978989565,465.5540000000003,1.9545
CHEMBL3774621,,,505.57,1.0,3.86,31,Cn1c(SCCCN2CC3CCN(c4ccccc4OC(F)(F)F)C3C2)nnc1-c1cnccn1,IC50,'=',630.96,nM,6.2,,,UO_0000065,12.26,0.24,2.34,8.59,0,CHEMBL3776609,Inhibition of human ERG tail current expressed in HEK293 cells after 5 mins by patch clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3774368,1,Scientific Literature,Bioorg Med Chem,2016.0,CHEMBL3307715,,0,Cn1c(SCCCN2CC3CCN(c4ccccc4OC(F)(F)F)C3C2)nnc1-c1cnccn1,-2.800001827817969,505.57000000000016,3.8636000000000026
CHEMBL595944,,,494.56,0.0,4.3,14c,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,IC50,'=',10400.0,nM,4.98,,,UO_0000065,10.08,0.18,0.68,3.16,0,CHEMBL1072008,Inhibition of human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1153244,1,Scientific Literature,Bioorg Med Chem Lett,2010.0,,,0,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,-4.017033339298781,494.55900000000014,4.304040000000001
CHEMBL2041179,,,605.7,1.0,4.57,6oo,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)N(C)C)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,IC50,'=',8900.0,nM,5.05,,,UO_0000065,8.34,0.15,0.48,4.51,0,CHEMBL2045992,Binding affinity to human Erg,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2040836,1,Scientific Literature,J Med Chem,2012.0,,,0,COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)N(C)C)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,-3.949390006644913,605.6990000000001,4.565420000000004
CHEMBL1835058,,,312.38,0.0,1.4,6,Cc1cccc(Nc2nc(N[C@H]3CCNC3)ncc2C(N)=O)c1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,17.93,0.33,4.2,5.34,0,CHEMBL1838283,Inhibition of human ERG expressed in CHO-K1 cells after 2 hrs by Cy3b-Dofetilide-based fluorescence polarisation assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL1833860,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,CHEMBL3307512,,0,Cc1cccc(Nc2nc(N[C@H]3CCNC3)ncc2C(N)=O)c1,-3.40000061697638,312.37700000000007,1.4013199999999997
CHEMBL3330823,,,348.43,0.0,4.43,30,COc1ccc(-n2cnc3c(-c4ccccc4C)csc3c2=O)cc1,IC50,'=',9870.0,nM,5.01,,,UO_0000065,14.37,0.27,0.58,11.35,0,CHEMBL3361668,Inhibition of human ERG expressed in CHO-K1 cells by whole cell patch-clamp assay,B,BAO_0000219,cell-based format,Homo sapiens,,,CHO-K1,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3352565,1,Scientific Literature,Eur J Med Chem,2014.0,CHEMBL3307512,,0,COc1ccc(-n2cnc3c(-c4ccccc4C)csc3c2=O)cc1,-3.9943171526696366,348.4270000000001,4.431220000000003
CHEMBL2158564,,,440.96,0.0,4.46,34,CCN(CC)CCSc1nc(-c2cc(OC)c(C#N)cc2Cl)c2c(C#N)c[nH]c2n1,IC50,'=',1070.0,nM,5.97,,,UO_0000065,13.54,0.27,1.51,5.88,0,CHEMBL2162322,Displacement of [3H]-dofetilide from human ERG,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL2157917,1,Scientific Literature,Bioorg Med Chem,2012.0,,,0,CCN(CC)CCSc1nc(-c2cc(OC)c(C#N)cc2Cl)c2c(C#N)c[nH]c2n1,-3.0293837776852097,440.96000000000015,4.464160000000003
CHEMBL2204935,,,494.53,0.0,4.3,MK-4256,Cc1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,IC50,'=',3400.0,nM,5.47,,,UO_0000065,11.06,0.2,1.17,4.83,0,CHEMBL3776122,Binding affinity to human ERG by patchXpress functional assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3774320,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,0,Cc1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cc4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,-3.4077024195504984,494.5340000000002,4.300920000000002
CHEMBL3787051,,,374.53,0.0,3.94,22,CC(=O)N1Cc2ccccc2CC1CN1CCC2(CCc3ccccc32)CC1,IC50,'=',500.0,nM,6.3,,,UO_0000065,16.82,0.31,2.36,26.76,0,CHEMBL3789775,Displacement of [3H]dofetilide from human ERG channel expressed in HEK293 cells after 60 mins by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,,,HEK293,,,,,CHEMBL240,HERG,Homo sapiens,SINGLE PROTEIN,CHEMBL3785031,1,Scientific Literature,Eur J Med Chem,2016.0,CHEMBL3307715,,0,CC(=O)N1Cc2ccccc2CC1CN1CCC2(CCc3ccccc32)CC1,-2.6989700043360187,374.5280000000001,3.939800000000004
