CIDX	RIDX	COMPOUND_NAME	COMPOUND_KEY
SPE_A85261566	LEY_VERO	Atosiban	Atosiban
SPE_A85295731	LEY_VERO	TIOPRONIN	TIOPRONIN
SPE_A85472596	LEY_VERO	L-670596	L-670596
SPE_A85548292	LEY_VERO	piketoprofen	piketoprofen
SPE_A85587465	LEY_VERO	bemesetron	bemesetron
SPE_A85651701	LEY_VERO	clopamide	clopamide
SPE_A85876464	LEY_VERO	nibentan	nibentan
SPE_A86044036	LEY_VERO	flurbiprofen-(+/-)	flurbiprofen-(+/-)
SPE_A86083681	LEY_VERO	Thiostrepton	Thiostrepton
SPE_A86216746	LEY_VERO	Varenicline tartrate	Varenicline tartrate
SPE_A86248581	LEY_VERO	tetrahydrouridine	tetrahydrouridine
SPE_A86354194	LEY_VERO	L (+)-Rhamnose Monohydrate	L (+)-Rhamnose Monohydrate
SPE_A86414188	LEY_VERO	RACTOPAMINE HYDROCHLORIDE	RACTOPAMINE HYDROCHLORIDE
SPE_A86415025	LEY_VERO	1-(1;2-Diphenylethyl)piperidine-(+/-)	1-(1;2-Diphenylethyl)piperidine-(+/-)
SPE_A86462796	LEY_VERO	Cefsulodin (sodium)	Cefsulodin (sodium)
SPE_A86468475	LEY_VERO	SR-3677	SR-3677
SPE_A86523169	LEY_VERO	NBI-74330-(+/-)	NBI-74330-(+/-)
SPE_A86525947	LEY_VERO	oxfenicine	oxfenicine
SPE_A86665761	LEY_VERO	gabapentin-enacarbil	gabapentin-enacarbil
SPE_A86736466	LEY_VERO	AMINOPTERIN	AMINOPTERIN
SPE_A86871940	LEY_VERO	Nicaraven	Nicaraven
SPE_A87125127	LEY_VERO	3-MATIDA	3-MATIDA
SPE_A87130939	LEY_VERO	Nordihydroguaiaretic_acid	Nordihydroguaiaretic_acid
SPE_A87435144	LEY_VERO	AZD7545	AZD7545
SPE_A87468186	LEY_VERO	FORMESTANE	FORMESTANE
SPE_A87479750	LEY_VERO	tenidap	tenidap
SPE_A87606379	LEY_VERO	nadolol	nadolol
SPE_A87673115	LEY_VERO	Moguisteine	Moguisteine
SPE_A87715314	LEY_VERO	PRONETALOL HYDROCHLORIDE	PRONETALOL HYDROCHLORIDE
SPE_A87983072	LEY_VERO	benzotript	benzotript
SPE_A88080608	LEY_VERO	EQUILIN	EQUILIN
SPE_A88138582	LEY_VERO	Halcinonide	Halcinonide
SPE_A88254928	LEY_VERO	ALBUTEROL	ALBUTEROL
SPE_A88369366	LEY_VERO	Trelagliptin	Trelagliptin
SPE_A88548664	LEY_VERO	SKF-38393	SKF-38393
SPE_A88562598	LEY_VERO	Degarelix	Degarelix
SPE_A88583207	LEY_VERO	Icariin	Icariin
SPE_A88684804	LEY_VERO	BUCETIN	BUCETIN
SPE_A88787317	LEY_VERO	KI-20227	KI-20227
SPE_A89082344	LEY_VERO	Perifosine	Perifosine
SPE_A89164055	LEY_VERO	sorbinil	sorbinil
SPE_A89175223	LEY_VERO	BISOPROLOL FUMARATE	BISOPROLOL FUMARATE
SPE_A89207210	LEY_VERO	terguride	terguride
SPE_A89337244	LEY_VERO	PD-102807	PD-102807
SPE_A89585551	LEY_VERO	MEFLOQUINE HYDROCHLORIDE	MEFLOQUINE HYDROCHLORIDE
SPE_A89594340	LEY_VERO	CARNITINE (dl) HYDROCHLORIDE	CARNITINE (dl) HYDROCHLORIDE
SPE_A89637065	LEY_VERO	Uridine triphosphate	Uridine triphosphate
SPE_A89672324	LEY_VERO	CGP-55845	CGP-55845
SPE_A89825407	LEY_VERO	aurothioglucose	aurothioglucose
SPE_A90201073	LEY_VERO	GPi-688	GPi-688
SPE_A90272038	LEY_VERO	CGP 37849	CGP 37849
SPE_A90515964	LEY_VERO	GUAIFENESIN	GUAIFENESIN
SPE_A90547603	LEY_VERO	Eptifibatide	Eptifibatide
SPE_A90551241	LEY_VERO	LORNOXICAM	LORNOXICAM
SPE_A90625545	LEY_VERO	Clinofibrate	Clinofibrate
SPE_A90695733	LEY_VERO	MANIDIPINE HYDROCHLORIDE	MANIDIPINE HYDROCHLORIDE
SPE_A90751343	LEY_VERO	CaCCinh-A01	CaCCinh-A01
SPE_A90796352	LEY_VERO	ESCIN	ESCIN
SPE_A90799790	LEY_VERO	isradipine	isradipine
SPE_A90807417	LEY_VERO	CEPHRADINE	CEPHRADINE
SPE_A90926615	LEY_VERO	Adrafinil	Adrafinil
SPE_A91008255	LEY_VERO	bepridil	bepridil
SPE_A91031770	LEY_VERO	SB-268262	SB-268262
SPE_A91444184	LEY_VERO	buclizine	buclizine
SPE_A91448670	LEY_VERO	mandelic-acid	mandelic-acid
SPE_A91452556	LEY_VERO	ESTRADIOL CYPIONATE	ESTRADIOL CYPIONATE
SPE_A91699651	LEY_VERO	CHLOROQUINE DIPHOSPHATE	CHLOROQUINE DIPHOSPHATE
SPE_A91728607	LEY_VERO	citicoline	citicoline
SPE_A91733352	LEY_VERO	CAMYLOFINE DIHYDROCHLORIDE	CAMYLOFINE DIHYDROCHLORIDE
SPE_A91822151	LEY_VERO	Picrotin	Picrotin
SPE_A91831168	LEY_VERO	Tetrahydropapaverine hydrochloride	Tetrahydropapaverine hydrochloride
SPE_A92096630	LEY_VERO	Shikimic_acid (Shikimate)	Shikimic_acid (Shikimate)
SPE_A92177080	LEY_VERO	BETAMETHASONE ACETATE	BETAMETHASONE ACETATE
SPE_A92262698	LEY_VERO	chlorphenesin	chlorphenesin
SPE_A92341659	LEY_VERO	PRULIFLOXACIN	PRULIFLOXACIN
SPE_A92448440	LEY_VERO	sari-59-801	sari-59-801
SPE_A92537424	LEY_VERO	DANAZOL	DANAZOL
SPE_A92630576	LEY_VERO	TRIMEBUTINE MALEATE	TRIMEBUTINE MALEATE
SPE_A92670106	LEY_VERO	Tocainide	Tocainide
SPE_A92800748	LEY_VERO	Tie2 kinase inhibitor	Tie2 kinase inhibitor
SPE_A92826379	LEY_VERO	LSM-1910	LSM-1910
SPE_A92872453	LEY_VERO	N-acetylmannosamine	N-acetylmannosamine
SPE_A92933783	LEY_VERO	SM-21	SM-21
SPE_A92960111	LEY_VERO	Chlorophyllin (sodium copper salt)	Chlorophyllin (sodium copper salt)
SPE_A92974210	LEY_VERO	BEMOTRIZINOL	BEMOTRIZINOL
SPE_A93000692	LEY_VERO	ciglitazone	ciglitazone
SPE_A93255169	LEY_VERO	thalidomide	thalidomide
SPE_A93353767	LEY_VERO	Isoconazole nitrate (Travogen)	Isoconazole nitrate (Travogen)
SPE_A93407926	LEY_VERO	Allopurinol riboside	Allopurinol riboside
SPE_A93424738	LEY_VERO	DEXAMETHASONE ACETATE	DEXAMETHASONE ACETATE
SPE_A93477898	LEY_VERO	PETCM	PETCM
SPE_A93490927	LEY_VERO	NEOMYCIN TRISULFATE	NEOMYCIN TRISULFATE
SPE_A93683007	LEY_VERO	mabuprofen	mabuprofen
SPE_A93695607	LEY_VERO	NICOTINE BITARTRATE	NICOTINE BITARTRATE
SPE_A93699261	LEY_VERO	Sodium Danshensu	Sodium Danshensu
SPE_A93717708	LEY_VERO	VUF11207 fumarate	VUF11207 fumarate
SPE_A93739713	LEY_VERO	ATROPINE SULFATE	ATROPINE SULFATE
SPE_A93964801	LEY_VERO	Clinafloxacin (PD127391)	Clinafloxacin (PD127391)
SPE_A94055480	LEY_VERO	ISO-1	ISO-1
SPE_A94276798	LEY_VERO	talinolol	talinolol
SPE_A94323479	LEY_VERO	Ki16198	Ki16198
SPE_A94523291	LEY_VERO	PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE SODIUM PHOSPHATE
SPE_A94543220	LEY_VERO	BIFONAZOLE	BIFONAZOLE
SPE_A94580299	LEY_VERO	KL-001	KL-001
SPE_A94624445	LEY_VERO	BUCLADESINE SODIUM	BUCLADESINE SODIUM
SPE_A94640958	LEY_VERO	Autotaxin modulator 1	Autotaxin modulator 1
SPE_A94702766	LEY_VERO	Ginkgolide A	Ginkgolide A
SPE_A94709349	LEY_VERO	METAXALONE	METAXALONE
SPE_A94756469	LEY_VERO	DIGOXIN	DIGOXIN
SPE_A94813917	LEY_VERO	bleomycetin	bleomycetin
SPE_A94965935	LEY_VERO	cicloprofen	cicloprofen
SPE_A94993966	LEY_VERO	Vildagliptin (LAF-237)	Vildagliptin (LAF-237)
SPE_A95032015	LEY_VERO	ABACAVIR SULFATE	ABACAVIR SULFATE
SPE_A95114378	LEY_VERO	Cabotegravir (GSK744; GSK1265744)	Cabotegravir (GSK744; GSK1265744)
SPE_A95300432	LEY_VERO	Decernotinib	Decernotinib
SPE_A95340155	LEY_VERO	Methyclothiazide	Methyclothiazide
SPE_A95602221	LEY_VERO	celiprolol	celiprolol
SPE_A95683721	LEY_VERO	KW-3902	KW-3902
SPE_A95696066	LEY_VERO	nisoxetine	nisoxetine
SPE_A95755460	LEY_VERO	Talarozole	Talarozole
SPE_A95802703	LEY_VERO	1-(2-chloro-5-methylphenoxy)-3-(isopropylamino)-2-propanol	1-(2-chloro-5-methylphenoxy)-3-(isopropylamino)-2-propanol
SPE_A95869247	LEY_VERO	INDAPAMIDE	INDAPAMIDE
SPE_A95886749	LEY_VERO	colfosceril-palmitate	colfosceril-palmitate
SPE_A95939040	LEY_VERO	Sertaconazole nitrate	Sertaconazole nitrate
SPE_A96051074	LEY_VERO	Carnosine	Carnosine
SPE_A96060515	LEY_VERO	IPRATROPIUM BROMIDE	IPRATROPIUM BROMIDE
SPE_A96292436	LEY_VERO	Eflornithine_HCL	Eflornithine_HCL
SPE_A96383502	LEY_VERO	Omaveloxolone (RTA-408)	Omaveloxolone (RTA-408)
SPE_A96407378	LEY_VERO	ALLANTOIN	ALLANTOIN
SPE_A96456596	LEY_VERO	FPL-55712	FPL-55712
SPE_A96466199	LEY_VERO	nuclomedone	nuclomedone
SPE_A96485169	LEY_VERO	EBPC	EBPC
SPE_A96510685	LEY_VERO	PIROCTONE OLAMINE	PIROCTONE OLAMINE
SPE_A96529864	LEY_VERO	Isosteviol	Isosteviol
SPE_A96644976	LEY_VERO	valnoctamide	valnoctamide
SPE_A96977263	LEY_VERO	5-Hydroxydecanoate . sodium salt	5-Hydroxydecanoate . sodium salt
SPE_A97104540	LEY_VERO	FENOTEROL HYDROBROMIDE	FENOTEROL HYDROBROMIDE
SPE_A97437073	LEY_VERO	ROSIGLITAZONE MALEATE	ROSIGLITAZONE MALEATE
SPE_A97479839	LEY_VERO	PIPERIDOLATE HYDROCHLORIDE	PIPERIDOLATE HYDROCHLORIDE
SPE_A97502381	LEY_VERO	CYANOCOBALAMIN	CYANOCOBALAMIN
SPE_A97674275	LEY_VERO	RANOLAZINE DIHYDROCHLORIDE	RANOLAZINE DIHYDROCHLORIDE
SPE_A97701745	LEY_VERO	PINDOLOL	PINDOLOL
SPE_A97730597	LEY_VERO	hexylcaine	hexylcaine
SPE_A97739905	LEY_VERO	KETOPROFEN	KETOPROFEN
SPE_A98083480	LEY_VERO	benzenemethanol;-2;5-dimethyl-[[(1-methylethyl)amino]methyl]	benzenemethanol;-2;5-dimethyl-[[(1-methylethyl)amino]methyl]
SPE_A98174560	LEY_VERO	CHLORALOSE	CHLORALOSE
SPE_A98299281	LEY_VERO	hydroxytacrine-maleate-(r;s)	hydroxytacrine-maleate-(r;s)
SPE_A98378129	LEY_VERO	talniflumate	talniflumate
SPE_A98427211	LEY_VERO	Suplatast (Tosylate)	Suplatast (Tosylate)
SPE_A98845662	LEY_VERO	DESVENLAFAXINE SUCCINATE	DESVENLAFAXINE SUCCINATE
SPE_A98990573	LEY_VERO	Epinastine HCl	Epinastine HCl
SPE_A99117172	LEY_VERO	HYDROXYCHLOROQUINE SULFATE	HYDROXYCHLOROQUINE SULFATE
SPE_A99367815	LEY_VERO	Fumagillin	Fumagillin
SPE_A99388803	LEY_VERO	metipranolol	metipranolol
SPE_A99633051	LEY_VERO	ETHOSUXIMIDE	ETHOSUXIMIDE
SPE_A99833829	LEY_VERO	BETHANECHOL CHLORIDE	BETHANECHOL CHLORIDE
SPE_A99899486	LEY_VERO	cimetropium	cimetropium
SPE_A99939097	LEY_VERO	CARISOPRODOL	CARISOPRODOL
SPE_K00077635	LEY_VERO	Estramustine Phosphate·Na	Estramustine Phosphate·Na
SPE_K00091711	LEY_VERO	RWJ-21757	RWJ-21757
SPE_K00111504	LEY_VERO	Abiraterone (CB-7598)	Abiraterone (CB-7598)
SPE_K00141480	LEY_VERO	Tanshinone IIA (Tanshinone B)	Tanshinone IIA (Tanshinone B)
SPE_K00152668	LEY_VERO	Adarotene	Adarotene
SPE_K00228584	LEY_VERO	BISOCTRIZOLE	BISOCTRIZOLE
SPE_K00234327	LEY_VERO	RU 24969	RU 24969
SPE_K00256256	LEY_VERO	AMZ30	AMZ30
SPE_K00259736	LEY_VERO	COLCHICINE	COLCHICINE
SPE_K00312224	LEY_VERO	PPT	PPT
SPE_K00317371	LEY_VERO	RITA (NSC 652287)	RITA (NSC 652287)
SPE_K00337317	LEY_VERO	NU7441(KU-57788)	NU7441(KU-57788)
SPE_K00354853	LEY_VERO	RO-3	RO-3
SPE_K00405906	LEY_VERO	phloroglucin	phloroglucin
SPE_K00486786	LEY_VERO	Ro-08-2750	Ro-08-2750
SPE_K00494077	LEY_VERO	Trovafloxacin mesylate	Trovafloxacin mesylate
SPE_K00519864	LEY_VERO	Peramivir Trihydrate	Peramivir Trihydrate
SPE_K00521308	LEY_VERO	ATN-161 (trifluoroacetate salt)	ATN-161 (trifluoroacetate salt)
SPE_K00531707	LEY_VERO	cinepazet	cinepazet
SPE_K00535541	LEY_VERO	AMINACRINE	AMINACRINE
SPE_K00573984	LEY_VERO	Delapril HCl	Delapril HCl
SPE_K00603606	LEY_VERO	TICLOPIDINE HYDROCHLORIDE	TICLOPIDINE HYDROCHLORIDE
SPE_K00610438	LEY_VERO	altanserin	altanserin
SPE_K00615600	LEY_VERO	AG14361	AG14361
SPE_K00627859	LEY_VERO	Tubastatin A hydrochloride	Tubastatin A hydrochloride
SPE_K00634421	LEY_VERO	Brivaracetam	Brivaracetam
SPE_K00645576	LEY_VERO	PREDNISOLONE	PREDNISOLONE
SPE_K00652956	LEY_VERO	BAG-956	BAG-956
SPE_K00656370	LEY_VERO	6-aminochrysene	6-aminochrysene
SPE_K00662280	LEY_VERO	CL-218872	CL-218872
SPE_K00665454	LEY_VERO	PALIPERIDONE	PALIPERIDONE
SPE_K00673382	LEY_VERO	FAMOTIDINE	FAMOTIDINE
SPE_K00674894	LEY_VERO	TAK-700 (Orteronel)	TAK-700 (Orteronel)
SPE_K00739965	LEY_VERO	Guacetisal	Guacetisal
SPE_K00768353	LEY_VERO	PERINDOPRILAT	PERINDOPRILAT
SPE_K00795468	LEY_VERO	L-cysteine	L-cysteine
SPE_K00818915	LEY_VERO	SHP099 (hydrochloride)	SHP099 (hydrochloride)
SPE_K00911143	LEY_VERO	Brexpiprazole	Brexpiprazole
SPE_K00911807	LEY_VERO	D-PHENYLALANINE	D-PHENYLALANINE
SPE_K00926464	LEY_VERO	L-Tyrosylglycylglycine	L-Tyrosylglycylglycine
SPE_K00938507	LEY_VERO	SULFAMETHOXYPYRIDAZINE	SULFAMETHOXYPYRIDAZINE
SPE_K00989047	LEY_VERO	Trovirdine	Trovirdine
SPE_K01029106	LEY_VERO	picolinic-acid	picolinic-acid
SPE_K01036220	LEY_VERO	JNJ-42041935	JNJ-42041935
SPE_K01039503	LEY_VERO	sofalcone	sofalcone
SPE_K01054709	LEY_VERO	TH588	TH588
SPE_K01080633	LEY_VERO	DAA-1106	DAA-1106
SPE_K01109406	LEY_VERO	Nitisinone	Nitisinone
SPE_K01115818	LEY_VERO	TIC10 analogue	TIC10 analogue
SPE_K01129913	LEY_VERO	Walrycin B	Walrycin B
SPE_K01174345	LEY_VERO	Anamorelin	Anamorelin
SPE_K01231377	LEY_VERO	BMS-191095	BMS-191095
SPE_K01244426	LEY_VERO	CLOXACILLIN SODIUM	CLOXACILLIN SODIUM
SPE_K01291782	LEY_VERO	Molidustat	Molidustat
SPE_K01292611	LEY_VERO	Methyl Aminolevulinate_HCL	Methyl Aminolevulinate_HCL
SPE_K01292756	LEY_VERO	PIMOZIDE	PIMOZIDE
SPE_K01294196	LEY_VERO	Sucrose octaacetate	Sucrose octaacetate
SPE_K01295354	LEY_VERO	uric-acid	uric-acid
SPE_K01363385	LEY_VERO	antalarmin	antalarmin
SPE_K01377300	LEY_VERO	CZC24832	CZC24832
SPE_K01423020	LEY_VERO	ciaftalan-zinc	ciaftalan-zinc
SPE_K01436366	LEY_VERO	LRRK2-IN-1	LRRK2-IN-1
SPE_K01492390	LEY_VERO	BTT-3033	BTT-3033
SPE_K01493881	LEY_VERO	apigenin	apigenin
SPE_K01567962	LEY_VERO	pyrazolanthrone	pyrazolanthrone
SPE_K01573278	LEY_VERO	NVP 231	NVP 231
SPE_K01577834	LEY_VERO	ADENOSINE	ADENOSINE
SPE_K01614093	LEY_VERO	Dihydromyricetin	Dihydromyricetin
SPE_K01624185	LEY_VERO	Lactobionic_acid	Lactobionic_acid
SPE_K01638814	LEY_VERO	rilmenidine	rilmenidine
SPE_K01649396	LEY_VERO	indatraline	indatraline
SPE_K01653460	LEY_VERO	chlorindanol	chlorindanol
SPE_K01662324	LEY_VERO	priralfinamide	priralfinamide
SPE_K01663662	LEY_VERO	diphenidol	diphenidol
SPE_K01669786	LEY_VERO	Triapine	Triapine
SPE_K01673854	LEY_VERO	KH-CB19	KH-CB19
SPE_K01674964	LEY_VERO	HISTAMINE DIHYDROCHLORIDE	HISTAMINE DIHYDROCHLORIDE
SPE_K01683783	LEY_VERO	TAK-901	TAK-901
SPE_K01742705	LEY_VERO	BVT 2733	BVT 2733
SPE_K01767299	LEY_VERO	Ciproxifan Maleate	Ciproxifan Maleate
SPE_K01773560	LEY_VERO	UNC2250	UNC2250
SPE_K01815685	LEY_VERO	Indole-3-carbinol	Indole-3-carbinol
SPE_K01824921	LEY_VERO	DPCPX	DPCPX
SPE_K01868942	LEY_VERO	RS-23597-190	RS-23597-190
SPE_K01902415	LEY_VERO	pirinixic-acid	pirinixic-acid
SPE_K01942833	LEY_VERO	Ginsenoside C-K	Ginsenoside C-K
SPE_K01942991	LEY_VERO	oxotremorine-m	oxotremorine-m
SPE_K01950558	LEY_VERO	SUCCINYLSULFATHIAZOLE	SUCCINYLSULFATHIAZOLE
SPE_K01980392	LEY_VERO	guvacine	guvacine
SPE_K01995783	LEY_VERO	AMG-9810	AMG-9810
SPE_K02017404	LEY_VERO	NVP-BSK805 2HCl	NVP-BSK805 2HCl
SPE_K02079473	LEY_VERO	oxatomide	oxatomide
SPE_K02123250	LEY_VERO	JNJ-38877605	JNJ-38877605
SPE_K02130563	LEY_VERO	Panobinostat	Panobinostat
SPE_K02135007	LEY_VERO	THZ1-R	THZ1-R
SPE_K02152879	LEY_VERO	Sivelestat (sodium tetrahydrate)	Sivelestat (sodium tetrahydrate)
SPE_K02160913	LEY_VERO	ML-365	ML-365
SPE_K02206208	LEY_VERO	Rapastinel Trifluoroacetate	Rapastinel Trifluoroacetate
SPE_K02213468	LEY_VERO	CDPPB	CDPPB
SPE_K02241333	LEY_VERO	CHIR-124	CHIR-124
SPE_K02265150	LEY_VERO	AMOXAPINE	AMOXAPINE
SPE_K02275692	LEY_VERO	Cefotiam (hydrochloride)	Cefotiam (hydrochloride)
SPE_K02292852	LEY_VERO	CEFOPERAZONE	CEFOPERAZONE
SPE_K02342990	LEY_VERO	Geniposidic_acid	Geniposidic_acid
SPE_K02389548	LEY_VERO	RG2833 (RGFP109)	RG2833 (RGFP109)
SPE_K02404261	LEY_VERO	CAFFEINE	CAFFEINE
SPE_K02407574	LEY_VERO	parbendazole	parbendazole
SPE_K02460719	LEY_VERO	SCH-51344	SCH-51344
SPE_K02464583	LEY_VERO	ETHYL PARABEN	ETHYL PARABEN
SPE_K02490038	LEY_VERO	BQ-788 (sodium salt)	BQ-788 (sodium salt)
SPE_K02501528	LEY_VERO	S 18986	S 18986
SPE_K02528732	LEY_VERO	Fluorometholone Acetate	Fluorometholone Acetate
SPE_K02554563	LEY_VERO	PF-05190457	PF-05190457
SPE_K02594908	LEY_VERO	SULFANILAMIDE	SULFANILAMIDE
SPE_K02637541	LEY_VERO	CELECOXIB	CELECOXIB
SPE_K02680176	LEY_VERO	clofilium	clofilium
SPE_K02703275	LEY_VERO	gedunin	gedunin
SPE_K02715688	LEY_VERO	HYDRASTINE (1R; 9S)	HYDRASTINE (1R; 9S)
SPE_K02729857	LEY_VERO	phenylbenzimidazole-sulfonic-acid	phenylbenzimidazole-sulfonic-acid
SPE_K02750403	LEY_VERO	Piboserod	Piboserod
SPE_K02764365	LEY_VERO	methiazole	methiazole
SPE_K02780233	LEY_VERO	Geranyl-farnesylacetate; Gefarnate	Geranyl-farnesylacetate; Gefarnate
SPE_K02782351	LEY_VERO	SSR-180711	SSR-180711
SPE_K02816415	LEY_VERO	CRT0044876	CRT0044876
SPE_K02867583	LEY_VERO	MINAPRINE HYDROCHLORIDE	MINAPRINE HYDROCHLORIDE
SPE_K02898090	LEY_VERO	kifunensine	kifunensine
SPE_K02900412	LEY_VERO	CLOFOCTOL	CLOFOCTOL
SPE_K02908048	LEY_VERO	R(+)-3-(3-Hydroxyphenyl)-N-propylpiperidine hydrochloride	R(+)-3-(3-Hydroxyphenyl)-N-propylpiperidine hydrochloride
SPE_K02943813	LEY_VERO	Dasabuvir	Dasabuvir
SPE_K02950022	LEY_VERO	BMS 299897	BMS 299897
SPE_K02976377	LEY_VERO	LEVONORDEFRIN	LEVONORDEFRIN
SPE_K02992638	LEY_VERO	LAMIVUDINE	LAMIVUDINE
SPE_K02995728	LEY_VERO	Quinagolide (hydrochloride)	Quinagolide (hydrochloride)
SPE_K03019184	LEY_VERO	AMD-3465	AMD-3465
SPE_K03042257	LEY_VERO	NI-57	NI-57
SPE_K03063480	LEY_VERO	PF-477736	PF-477736
SPE_K03083257	LEY_VERO	1-Octacosanol	1-Octacosanol
SPE_K03095347	LEY_VERO	LEVOSIMENDAN	LEVOSIMENDAN
SPE_K03109492	LEY_VERO	NSC-663284	NSC-663284
SPE_K03128512	LEY_VERO	MK-2048	MK-2048
SPE_K03128577	LEY_VERO	MG-624	MG-624
SPE_K03149601	LEY_VERO	ICA-121431	ICA-121431
SPE_K03155172	LEY_VERO	GSK3787	GSK3787
SPE_K03164761	LEY_VERO	Thiazovivin	Thiazovivin
SPE_K03165895	LEY_VERO	Elafibranor	Elafibranor
SPE_K03194791	LEY_VERO	Roflumilast (Daxas)	Roflumilast (Daxas)
SPE_K03273112	LEY_VERO	1-Azakenpaullone	1-Azakenpaullone
SPE_K03289018	LEY_VERO	CCT137690	CCT137690
SPE_K03289534	LEY_VERO	Lersivirine	Lersivirine
SPE_K03294269	LEY_VERO	NU6027	NU6027
SPE_K03301001	LEY_VERO	A-7	A-7
SPE_K03353589	LEY_VERO	ecabet	ecabet
SPE_K03384561	LEY_VERO	roquinimex	roquinimex
SPE_K03390685	LEY_VERO	Cobimetinib	Cobimetinib
SPE_K03449891	LEY_VERO	Foretinib (GSK1363089; XL880)	Foretinib (GSK1363089; XL880)
SPE_K03503561	LEY_VERO	ravuconazole	ravuconazole
SPE_K03504028	LEY_VERO	Amygdalin	Amygdalin
SPE_K03549949	LEY_VERO	XL388	XL388
SPE_K03564313	LEY_VERO	DMNB	DMNB
SPE_K03601870	LEY_VERO	Ixabepilone	Ixabepilone
SPE_K03665769	LEY_VERO	SB-452533	SB-452533
SPE_K03739921	LEY_VERO	Hypoxanthine	Hypoxanthine
SPE_K03765900	LEY_VERO	Tesevatinib	Tesevatinib
SPE_K03808106	LEY_VERO	NS-19504	NS-19504
SPE_K03827870	LEY_VERO	GKA-50	GKA-50
SPE_K03871161	LEY_VERO	5-hydroxyectoine	5-hydroxyectoine
SPE_K03886848	LEY_VERO	MK-5046	MK-5046
SPE_K03894385	LEY_VERO	Filorexant	Filorexant
SPE_K03988082	LEY_VERO	SB-399885	SB-399885
SPE_K04032780	LEY_VERO	BMS-1	BMS-1
SPE_K04035716	LEY_VERO	PK-44 phosphate	PK-44 phosphate
SPE_K04111260	LEY_VERO	raclopride	raclopride
SPE_K04112579	LEY_VERO	Nepafenac	Nepafenac
SPE_K04176066	LEY_VERO	BERGENIN	BERGENIN
SPE_K04185004	LEY_VERO	BENOXINATE HYDROCHLORIDE	BENOXINATE HYDROCHLORIDE
SPE_K04196797	LEY_VERO	OXCARBAZEPINE	OXCARBAZEPINE
SPE_K04210847	LEY_VERO	afimoxifene	afimoxifene
SPE_K04254814	LEY_VERO	SULFANILATE ZINC	SULFANILATE ZINC
SPE_K04264130	LEY_VERO	favipiravir	favipiravir
SPE_K04266228	LEY_VERO	XL019	XL019
SPE_K04282412	LEY_VERO	CAPOBENIC_acid	CAPOBENIC_acid
SPE_K04288422	LEY_VERO	GLUCONOLACTONE	GLUCONOLACTONE
SPE_K04301924	LEY_VERO	Ceftizoxime sodium	Ceftizoxime sodium
SPE_K04358951	LEY_VERO	chlorothymol	chlorothymol
SPE_K04374714	LEY_VERO	AMG-PERK-44	AMG-PERK-44
SPE_K04394237	LEY_VERO	DROSPIRENONE	DROSPIRENONE
SPE_K04414442	LEY_VERO	SB-222200	SB-222200
SPE_K04426574	LEY_VERO	PD-173212	PD-173212
SPE_K04430056	LEY_VERO	7-nitroindazole	7-nitroindazole
SPE_K04497194	LEY_VERO	Lithocholic_acid	Lithocholic_acid
SPE_K04552268	LEY_VERO	4-pyrimidinecarbonitrile	4-pyrimidinecarbonitrile
SPE_K04568635	LEY_VERO	Octenidine Dihydrochloride	Octenidine Dihydrochloride
SPE_K04603573	LEY_VERO	1;12-Besm	1;12-Besm
SPE_K04622161	LEY_VERO	YO-01027 (Dibenzazepine)	YO-01027 (Dibenzazepine)
SPE_K04623885	LEY_VERO	BIBR1532	BIBR1532
SPE_K04635846	LEY_VERO	PNU-177864	PNU-177864
SPE_K04643877	LEY_VERO	perzinfotel	perzinfotel
SPE_K04643927	LEY_VERO	GLPG0492 (R enantiomer)	GLPG0492 (R enantiomer)
SPE_K04657451	LEY_VERO	D-delta-Tocopherol	D-delta-Tocopherol
SPE_K04691817	LEY_VERO	AGI-6780	AGI-6780
SPE_K04701033	LEY_VERO	VE-822	VE-822
SPE_K04704168	LEY_VERO	CLEMIZOLE HYDROCHLORIDE	CLEMIZOLE HYDROCHLORIDE
SPE_K04725460	LEY_VERO	ANTHRALIN	ANTHRALIN
SPE_K04804440	LEY_VERO	CIPROFLOXACIN	CIPROFLOXACIN
SPE_K04843302	LEY_VERO	2-ethoxybenzoic-acid	2-ethoxybenzoic-acid
SPE_K04851519	LEY_VERO	Aloe-emodin	Aloe-emodin
SPE_K04853698	LEY_VERO	LDN193189 (Hydrochloride)	LDN193189 (Hydrochloride)
SPE_K04923131	LEY_VERO	GSK-3-inhibitor-IX	GSK-3-inhibitor-IX
SPE_K04956647	LEY_VERO	NEBIVOLOL HYDROCHLORIDE	NEBIVOLOL HYDROCHLORIDE
SPE_K04972057	LEY_VERO	I-BRD9	I-BRD9
SPE_K04993719	LEY_VERO	LY2334737	LY2334737
SPE_K05048137	LEY_VERO	Phytosphingosine	Phytosphingosine
SPE_K05104363	LEY_VERO	CI-1040 (PD184352)	CI-1040 (PD184352)
SPE_K05151076	LEY_VERO	ZK-164015	ZK-164015
SPE_K05181084	LEY_VERO	NGB-2904	NGB-2904
SPE_K05185389	LEY_VERO	RISEDRONATE SODIUM	RISEDRONATE SODIUM
SPE_K05236810	LEY_VERO	Luteolin	Luteolin
SPE_K05262258	LEY_VERO	TC-I-2014	TC-I-2014
SPE_K05355328	LEY_VERO	Anagliptin	Anagliptin
SPE_K05361803	LEY_VERO	SC-10	SC-10
