smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,REFERENCE_ID,ASSAY_TYPE,ASSAY_ORGANISM,ASSAY_STRAIN,TARGET_TYPE,SRC_ID,ASSAY_SOURCE
COc1ccc(/C(N)=N/OC(=O)c2cccs2)cc1,COc1ccc(/C(N)=N/OC(=O)c2cccs2)cc1,.,= ,1.84,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1,O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1,.,= ,0.03,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1,O=C1/C(=C/c2ccncc2)CCC/C1=C\c1ccncc1,.,= ,1.94,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
Cc1ccc(OCCCCCN2CCNCC2)c(C)c1,Cc1ccc(OCCCCCN2CCNCC2)c(C)c1,.,= ,5.38,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)CCCNCCCc1ccc(C(C)(C)C)cc1,CN(C)CCCNCCCc1ccc(C(C)(C)C)cc1,.,= ,8.02,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
CN(C)CCCNCCCc1ccc(C(C)(C)C)cc1,CN(C)CCCNCCCc1ccc(C(C)(C)C)cc1,.,= ,0.079,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COC(=O)c1[nH]cc2c3cccnc3c3ncccc3c12,COC(=O)c1[nH]cc2c3cccnc3c3ncccc3c12,.,= ,0.59,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
COC(=O)c1[nH]cc2c3cccnc3c3ncccc3c12,COC(=O)c1[nH]cc2c3cccnc3c3ncccc3c12,.,= ,0.064,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1C,Cc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1C,.,= ,4.92,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC[n+]1c(/C=C2\C=CC=CN2C)ccc2cc(C)ccc21,CC[n+]1c(/C=C2\C=CC=CN2C)ccc2cc(C)ccc21,.,= ,0.909,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC[n+]1ccccc1/C=C1\C=Cc2cc(C)ccc2N1C,CC[n+]1ccccc1/C=C1\C=Cc2cc(C)ccc2N1C,.,= ,0.911,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN1C=CC(=Cc2ccc3cc(C)ccc3[n+]2C)C=C1,CCN1C=CC(=Cc2ccc3cc(C)ccc3[n+]2C)C=C1,.,= ,0.538,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N=C(N)n1nc(-c2ccccc2)cc1-c1ccccc1O,N=C(N)n1nc(-c2ccccc2)cc1-c1ccccc1O,.,= ,5.07,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1nn2c3c(nnc2c1-c1ccccc1)C(=O)CCC3,Cc1nn2c3c(nnc2c1-c1ccccc1)C(=O)CCC3,.,= ,0.697,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1nn2c3c(nnc2c1-c1ccccc1)C(=O)CCC3,Cc1nn2c3c(nnc2c1-c1ccccc1)C(=O)CCC3,.,= ,18.06,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
COC(=O)N/N=C\c1ccc(-c2ccccc2Cl)o1,COC(=O)N/N=C\c1ccc(-c2ccccc2Cl)o1,.,= ,1.95,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Oc1c(Cl)cc(CN2CCOCC2)c2cccnc12,Oc1c(Cl)cc(CN2CCOCC2)c2cccnc12,.,= ,0.956,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Oc1c(Cl)cc(CN2CCOCC2)c2cccnc12,Oc1c(Cl)cc(CN2CCOCC2)c2cccnc12,.,= ,1.12,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C(Nc1cccc(Cl)c1)O/N=C1\CC2CCC1C2,O=C(Nc1cccc(Cl)c1)O/N=C1\CC2CCC1C2,.,= ,0.857,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)CCn1c2ccccc2c2cnc(N)c(C#N)c21,CN(C)CCn1c2ccccc2c2cnc(N)c(C#N)c21,.,= ,3.62,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cc(N2CCN(C)CC2)c2[nH]c3ccccc3c2c1,Cc1cc(N2CCN(C)CC2)c2[nH]c3ccccc3c2c1,.,= ,0.748,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cc(N2CCN(C)CC2)c2[nH]c3ccccc3c2c1,Cc1cc(N2CCN(C)CC2)c2[nH]c3ccccc3c2c1,.,= ,7.26,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
Cc1c2[nH]c3ccccc3c2c2c([n+]1C)CC(C)(C)CC2,Cc1c2[nH]c3ccccc3c2c2c([n+]1C)CC(C)(C)CC2,.,= ,8.67,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CNCc1ccccc1Sc1cccc2ccccc12,CNCc1ccccc1Sc1cccc2ccccc12,.,= ,4.82,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1nnc(N/N=C/c2cc(Cl)ccc2O)nc1O,Cc1nnc(N/N=C/c2cc(Cl)ccc2O)nc1O,.,= ,3.65,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1nnc(N/N=C/c2cc(Cl)ccc2O)nc1O,Cc1nnc(N/N=C/c2cc(Cl)ccc2O)nc1O,.,= ,4.74,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
O=C(N/N=C/c1c(O)ccc2ccccc12)c1cc[nH]n1,O=C(N/N=C/c1c(O)ccc2ccccc12)c1cc[nH]n1,.,= ,2.68,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc(/C(=C\CCNCCN)c2ccccc2)cc1,Cc1ccc(/C(=C\CCNCCN)c2ccccc2)cc1,.,= ,0.269,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C(N/N=C\c1cc(Cl)ccc1O)c1cccs1,O=C(N/N=C\c1cc(Cl)ccc1O)c1cccs1,.,= ,10.89,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N/C(=N\OC(=O)c1cccs1)c1ccccc1Cl,N/C(=N\OC(=O)c1cccs1)c1ccccc1Cl,.,= ,0.766,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC1(C)OC(C)(C)/C(=C/c2ccc3cccnc3c2)C1=O,CC1(C)OC(C)(C)/C(=C/c2ccc3cccnc3c2)C1=O,.,= ,5.21,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N=C(N)N/N=C1/C(=O)Nc2ccc(Br)cc21,N=C(N)N/N=C1/C(=O)Nc2ccc(Br)cc21,.,= ,0.41,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,.,= ,5.33,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,.,= ,5.39,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)c1cc[n+](Cc2c(Cl)cccc2Cl)cc1,CN(C)c1cc[n+](Cc2c(Cl)cccc2Cl)cc1,.,= ,,T.b. brucei,,,uM,,IC90,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cn1ccc(/C=C2/CCC/C(=C\c3ccn(C)n3)C2=O)n1,Cn1ccc(/C=C2/CCC/C(=C\c3ccn(C)n3)C2=O)n1,.,= ,5.61,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(NCC2COc3ccccc3C2=O)cc1,COc1ccc(NCC2COc3ccccc3C2=O)cc1,.,= ,4.91,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COC12C=CC(CC1)C1C(=O)c3cccc(O)c3C(=O)C12,COC12C=CC(CC1)C1C(=O)c3cccc(O)c3C(=O)C12,.,= ,2.48,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN1C=C/C(=C\C=C2/C=Nc3ccccc32)c2ccccc21,CN1C=C/C(=C\C=C2/C=Nc3ccccc32)c2ccccc21,.,= ,0.311,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(C)COc1ccc2c(c1)c1c3n2CNCC3CCC1,CC(C)COc1ccc2c(c1)c1c3n2CNCC3CCC1,.,= ,2.88,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,.,= ,,T.b. brucei,,,uM,,IC90,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
c1ccc(Nc2nc(-c3ccccc3)c3ccccn23)cc1,c1ccc(Nc2nc(-c3ccccc3)c3ccccn23)cc1,.,= ,5.38,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCCN(CCC)C(=O)Cn1ccc(=N)c2ccccc21,CCCN(CCC)C(=O)Cn1ccc(=N)c2ccccc21,.,= ,3.52,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CNCCCC1Sc2ccccc2Oc2ccccc21,CNCCCC1Sc2ccccc2Oc2ccccc21,.,= ,4.7,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COCc1cc(O)nc(Nc2nc3ccc(C)cc3o2)n1,COCc1cc(O)nc(Nc2nc3ccc(C)cc3o2)n1,.,= ,5.16,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccccc1-c1nnnn1C1CC(=O)C2OCC1O2,Cc1ccccc1-c1nnnn1C1CC(=O)C2OCC1O2,.,= ,4.58,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccccc1-c1nnnn1C1CC(=O)C2OCC1O2,Cc1ccccc1-c1nnnn1C1CC(=O)C2OCC1O2,.,= ,4.75,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(C)=CC1C(C(=O)O/N=C(\N)c2ccccc2)C1(C)C,CC(C)=CC1C(C(=O)O/N=C(\N)c2ccccc2)C1(C)C,.,= ,1.16,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(C)Cc1ccc(C(C)C(=N)NC2CCCCC2)cc1,CC(C)Cc1ccc(C(C)C(=N)NC2CCCCC2)cc1,.,= ,5.45,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C=CC[n+]1ccc(/C=C/c2ccccc2O)c2ccccc21,C=CC[n+]1ccc(/C=C/c2ccccc2O)c2ccccc21,.,= ,5.28,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C(CNc1ccc(Cl)cc1)N/N=C/c1cccnc1,O=C(CNc1ccc(Cl)cc1)N/N=C/c1cccnc1,.,= ,1.75,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C/C(=N\NC(=O)c1cccc2ccccc12)c1ccccn1,C/C(=N\NC(=O)c1cccc2ccccc12)c1ccccn1,.,= ,2.34,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)c1ccc(/C=C/c2cc[n+](C)c3ccccc23)cc1,CN(C)c1ccc(/C=C/c2cc[n+](C)c3ccccc23)cc1,.,= ,0.038,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1ccc2nc(/C(C#N)=C/c3ccc(O)c(O)c3)[nH]c2c1,Cc1ccc2nc(/C(C#N)=C/c3ccc(O)c(O)c3)[nH]c2c1,.,= ,1.51,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N/C(=N\OC(=O)c1cccc2ccccc12)c1ccccn1,N/C(=N\OC(=O)c1cccc2ccccc12)c1ccccn1,.,= ,3.58,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
NC1c2ccccc2CC1Cc1ccc(Cl)cc1Cl,NC1c2ccccc2CC1Cc1ccc(Cl)cc1Cl,.,= ,5.23,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CN(C)CCCOC1=Cc2ccccc2Cc2ccccc21,CN(C)CCCOC1=Cc2ccccc2Cc2ccccc21,.,= ,6.6,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cccc(NC(=O)Cn2cc(CO)c3ccccc32)c1,Cc1cccc(NC(=O)Cn2cc(CO)c3ccccc32)c1,.,= ,5.39,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C1=C(N2CCNCC2)c2ccccc2Sc2ccccc21,C1=C(N2CCNCC2)c2ccccc2Sc2ccccc21,.,= ,3.16,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN(CC)c1ccc(C2N(C)c3ccccc3N2C)cc1,CCN(CC)c1ccc(C2N(C)c3ccccc3N2C)cc1,.,= ,2.49,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
C[n+]1ccccc1C=C1C=CN(c2ccc(Cl)cc2)C=C1,C[n+]1ccccc1C=C1C=CN(c2ccc(Cl)cc2)C=C1,.,= ,0.028,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCOC(=O)C(=Cc1cc(=O)c(OC)co1)C(=O)OCC,CCOC(=O)C(=Cc1cc(=O)c(OC)co1)C(=O)OCC,.,= ,5.5,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc2c(c1)C(=NNC(=N)N)c1cc(OC)ccc1-2,COc1ccc2c(c1)C(=NNC(=N)N)c1cc(OC)ccc1-2,.,= ,4.23,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cn1c(Cl)cnc1C1CC(=O)c2cc(Cl)ccc2O1,Cn1c(Cl)cnc1C1CC(=O)c2cc(Cl)ccc2O1,.,= ,0.81,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Nc1nonc1C(=O)N/N=C/c1c(O)ccc2ccccc12,Nc1nonc1C(=O)N/N=C/c1c(O)ccc2ccccc12,.,= ,5.33,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(C)(C)c1ccc(C(=O)O/N=C(\N)c2ccncc2)cc1,CC(C)(C)c1ccc(C(=O)O/N=C(\N)c2ccncc2)cc1,.,= ,0.95,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCCC[n+]1cc(-c2ccccc2)nc(N2CCCCC2)n1,CCCC[n+]1cc(-c2ccccc2)nc(N2CCCCC2)n1,.,= ,7.6,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CNCCCC1Sc2ccccc2C(C)c2ccccc21,CNCCCC1Sc2ccccc2C(C)c2ccccc21,.,= ,4.88,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccccc1NC(=O)c1cc(Cl)nnc1Cl,COc1ccccc1NC(=O)c1cc(Cl)nnc1Cl,.,= ,5.44,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1c2cccc3c(N4CCOCC4)ccc(c23)C(=O)N1O,O=C1c2cccc3c(N4CCOCC4)ccc(c23)C(=O)N1O,.,= ,8.03,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C1/C(=C/c2ccccc2)CCS(=O)(=O)c2ccccc21,O=C1/C(=C/c2ccccc2)CCS(=O)(=O)c2ccccc21,.,= ,5.55,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(=O)NC(c1cccs1)c1ccc2cccnc2c1O,CC(=O)NC(c1cccs1)c1ccc2cccnc2c1O,.,= ,0.924,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CC(=O)NC(c1cccs1)c1ccc2cccnc2c1O,CC(=O)NC(c1cccs1)c1ccc2cccnc2c1O,.,= ,0.984,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
COc1ccc2c(c1)S/C(=C/C(=O)c1ccncc1)N2C,COc1ccc2c(c1)S/C(=C/C(=O)c1ccncc1)N2C,.,= ,5.01,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
N/C(=N\OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccccc1,N/C(=N\OC(=O)C12CC3CC(CC(C3)C1)C2)c1ccccc1,.,= ,0.322,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(OCC(=O)N/N=C(\C)c2ccccn2)cc1,COc1ccc(OCC(=O)N/N=C(\C)c2ccccn2)cc1,.,= ,5.26,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C(Nc1c2ccccc2nc2ccccc12)c1ccncc1,O=C(Nc1c2ccccc2nc2ccccc12)c1ccncc1,.,= ,5.82,MRC-5 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,MRC-5 cells,human lung fibroblasts,ORGANISM,14.0,HEOS
O=C(Nc1c2ccccc2nc2ccccc12)c1ccncc1,O=C(Nc1c2ccccc2nc2ccccc12)c1ccncc1,.,= ,1.2,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN1/C(=C/C2=CC(=O)CC(C)(C)C2)Sc2ccccc21,CCN1/C(=C/C2=CC(=O)CC(C)(C)C2)Sc2ccccc21,.,= ,5.4,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
CCN1/C(=C/C2=CC(=O)CC(C)(C)C2)Sc2ccccc21,CCN1/C(=C/C2=CC(=O)CC(C)(C)C2)Sc2ccccc21,.,= ,5.54,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=S(=O)(Nc1cccc2cccnc12)c1ccccc1O,O=S(=O)(Nc1cccc2cccnc12)c1ccccc1O,.,= ,0.521,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
COc1ccc(C(=O)O/N=C(\N)c2ccccn2)c(OC)c1,COc1ccc(C(=O)O/N=C(\N)c2ccccn2)c(OC)c1,.,= ,4.49,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,.,= ,0.265,L-6 cells,,,uM,,IC50,In Vitro,,CYTOTOXICITY,set8,1.0,F,L-6 cells,myoblast,ORGANISM,14.0,HEOS
Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,.,= ,4.5,T. cruzi,,,uM,,IC50,In Vitro,,Chagas in vitro,set8,1.0,F,T. cruzi,Tulahuen C4 (LacZ),ORGANISM,14.0,HEOS
Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,.,= ,0.435,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,.,= ,0.143,L. donovani,,,uM,,IC50,In Vitro,,Leish axenic in vitro,set8,1.0,F,L. donovani,MHOM/ET/67/L82,ORGANISM,14.0,HEOS
Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,.,= ,1.42,T.b. rhodesiense,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. rhodesiense,STIB 900,ORGANISM,14.0,HEOS
Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,Cc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)C2CCCC2)n1,.,= ,2.39,P. falciparum,,,uM,,IC50,In Vitro,,Malaria in vitro,set8,1.0,F,P. falciparum,K1,ORGANISM,14.0,HEOS
CCc1ccccc1-n1c(=O)oc2ccc(Cl)cc2c1=O,CCc1ccccc1-n1c(=O)oc2ccc(Cl)cc2c1=O,.,= ,5.13,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
O=C(/C=C/c1ccccc1)ONC(=O)c1ccc(Cl)cc1,O=C(/C=C/c1ccccc1)ONC(=O)c1ccc(Cl)cc1,.,= ,4.45,T.b. brucei,,,uM,,IC50,In Vitro,,HAT in vitro,set8,1.0,F,T.b. brucei,STIB 795,ORGANISM,14.0,HEOS
