smiles code,active ingredient,salt,relation,assay value,target disease,protein target,treatment concentration,treatment unit,exposure time (h),measurement,type,model type,description,dataset,ASSAY_TYPE,ASSAY_STRAIN,TARGET_TYPE,DOSE,timepoint_unit,SUPPLIER,ASSAY_SOP,New ASSAY_SOP,Comment
CN1CCCC1CCNCc1coc(-c2ccccc2Br)n1,CN1CCCC1CCNCc1coc(-c2ccccc2Br)n1,.,=,57.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC1CCCC(NCc2coc(-c3ccccc3Br)n2)C1C,CC1CCCC(NCc2coc(-c3ccccc3Br)n2)C1C,.,=,2.06,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CC1CCCC(NCc2coc(-c3ccccc3Br)n2)C1C,CC1CCCC(NCc2coc(-c3ccccc3Br)n2)C1C,.,=,98.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CC1CCCC(NCc2coc(-c3ccccc3Br)n2)C1C,CC1CCCC(NCc2coc(-c3ccccc3Br)n2)C1C,.,=,0.92,T. b. brucei,,,ug/ml,,IC50,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,,,SCYNEXIS,MAN_03-_12_07,SCYVTHAT1,
CC1CCCCC1NCc1coc(-c2ccccc2Br)n1,CC1CCCCC1NCc1coc(-c2ccccc2Br)n1,.,=,11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C#CC1(NCc2coc(-c3ccccc3Br)n2)CCCCC1,C#CC1(NCc2coc(-c3ccccc3Br)n2)CCCCC1,.,=,-8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3cc(C)nc4ccccc34)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3cc(C)nc4ccccc34)CC2)co1,.,=,14.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)C2CCN(Cc3ccccc3)C2)co1,CCOc1ccccc1-c1nc(CN(C)C2CCN(Cc3ccccc3)C2)co1,.,=,8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CC)C2CCN(Cc3ccccc3)C2)co1,CCOc1ccccc1-c1nc(CN(CC)C2CCN(Cc3ccccc3)C2)co1,.,=,-5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCC(C(=O)OC)CC2)co1,CCOc1ccccc1-c1nc(CN2CCC(C(=O)OC)CC2)co1,.,=,-4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CCOC)C(C)(C)C)co1,CCOc1ccccc1-c1nc(CN(CCOC)C(C)(C)C)co1,.,=,-2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)Cc2cccc3ccccc23)co1,CCOc1ccccc1-c1nc(CN(C)Cc2cccc3ccccc23)co1,.,=,15.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CCOC)co1,CCOc1ccccc1-c1nc(CN(C)CCOC)co1,.,=,10.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CCOC)C(C)C)co1,CCOc1ccccc1-c1nc(CN(CCOC)C(C)C)co1,.,=,1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CC[C@@H]3CCCC[C@@H]3C2)co1,CCOc1ccccc1-c1nc(CN2CC[C@@H]3CCCC[C@@H]3C2)co1,.,=,16.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CCC#N)CC2CCCO2)co1,CCOc1ccccc1-c1nc(CN(CCC#N)CC2CCCO2)co1,.,=,-20.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CC)CCC#N)co1,CCOc1ccccc1-c1nc(CN(CC)CCC#N)co1,.,=,-7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C=CCN(Cc1coc(-c2ccccc2OCC)n1)C1CCCC1,C=CCN(Cc1coc(-c2ccccc2OCC)n1)C1CCCC1,.,=,-2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CC[C@H]3CCCC[C@@H]3C2)co1,CCOc1ccccc1-c1nc(CN2CC[C@H]3CCCC[C@@H]3C2)co1,.,=,14.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CCc2ccc(OC)c(OC)c2)co1,CCOc1ccccc1-c1nc(CN(C)CCc2ccc(OC)c(OC)c2)co1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)C(C)c2ccccc2)co1,CCOc1ccccc1-c1nc(CN(C)C(C)c2ccccc2)co1,.,=,8.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)C(C)c2ccccc2)co1,CCOc1ccccc1-c1nc(CN(C)C(C)c2ccccc2)co1,.,=,1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(Cc2ccccc2)C(C)c2ccccc2)co1,CCOc1ccccc1-c1nc(CN(Cc2ccccc2)C(C)c2ccccc2)co1,.,=,1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2[C@H](C)CCC[C@@H]2C)co1,CCOc1ccccc1-c1nc(CN2[C@H](C)CCC[C@@H]2C)co1,.,=,17.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(C/C=C/c3ccccc3)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(C/C=C/c3ccccc3)CC2)co1,.,=,-12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(CC)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(CC)CC2)co1,.,=,16.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCC=N2)co1,CCOc1ccccc1-c1nc(CN2CCC=N2)co1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCCN(Cc1coc(-c2ccccc2OCC)n1)c1ccccc1,CCCCCN(Cc1coc(-c2ccccc2OCC)n1)c1ccccc1,.,=,-7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(Cc2ccccc2)c2ccccc2OCC)co1,CCOc1ccccc1-c1nc(CN(Cc2ccccc2)c2ccccc2OCC)co1,.,=,-20.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCc1nccn1Cc1coc(-c2ccccc2OCC)n1,CCCc1nccn1Cc1coc(-c2ccccc2OCC)n1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCN(Cc1coc(-c2ccccc2OCC)n1)c1ccccc1,CCCN(Cc1coc(-c2ccccc2OCC)n1)c1ccccc1,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3cccc(C)c3)C(C)C2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3cccc(C)c3)C(C)C2)co1,.,=,-6.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(C3CCCCC3)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(C3CCCCC3)CC2)co1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCCN(C)Cc1coc(-c2ccccc2OCC)n1,CCCCCN(C)Cc1coc(-c2ccccc2OCC)n1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3ncccn3)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3ncccn3)CC2)co1,.,=,2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3ccc(OC)cc3)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3ccc(OC)cc3)CC2)co1,.,=,23.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3cccc(OC)c3)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3cccc(OC)c3)CC2)co1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3cccc(C)c3C)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3cccc(C)c3C)CC2)co1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3cc(C)ccc3C)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3cc(C)ccc3C)CC2)co1,.,=,9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)c2cccc(C)c2)co1,CCOc1ccccc1-c1nc(CN(C)c2cccc(C)c2)co1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)c2ccc(C)cc2)co1,CCOc1ccccc1-c1nc(CN(C)c2ccc(C)cc2)co1,.,=,-15.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CC)Cc2ccncc2)co1,CCOc1ccccc1-c1nc(CN(CC)Cc2ccncc2)co1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)Cc2cccnc2)co1,CCOc1ccccc1-c1nc(CN(C)Cc2cccnc2)co1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3ccc(C)c(C)c3)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3ccc(C)c(C)c3)CC2)co1,.,=,6.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCN(c3ccc(C)cc3C)CC2)co1,CCOc1ccccc1-c1nc(CN2CCN(c3ccc(C)cc3C)CC2)co1,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CCC#N)C2CCCCC2)co1,CCOc1ccccc1-c1nc(CN(CCC#N)C2CCCCC2)co1,.,=,-4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)Cc2ccco2)co1,CCOc1ccccc1-c1nc(CN(C)Cc2ccco2)co1,.,=,-22.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCN(CCC#N)Cc1coc(-c2ccccc2OCC)n1,CCCCN(CCC#N)Cc1coc(-c2ccccc2OCC)n1,.,=,-9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCN(CC)Cc1coc(-c2ccccc2OCC)n1,CCCN(CC)Cc1coc(-c2ccccc2OCC)n1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CC(C)C)co1,CCOc1ccccc1-c1nc(CN(C)CC(C)C)co1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CCCN(C)C)co1,CCOc1ccccc1-c1nc(CN(C)CCCN(C)C)co1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(Cn2ncc3c2CCCC3)co1,CCOc1ccccc1-c1nc(Cn2ncc3c2CCCC3)co1,.,=,12.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(c2ccccc2)C2CCCCC2)co1,CCOc1ccccc1-c1nc(CN(c2ccccc2)C2CCCCC2)co1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCC3CCCCC3C2)co1,CCOc1ccccc1-c1nc(CN2CCC3CCCCC3C2)co1,.,=,1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C=C(C)CN(CC)Cc1coc(-c2ccccc2OCC)n1,C=C(C)CN(CC)Cc1coc(-c2ccccc2OCC)n1,.,=,-9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CC2OCCO2)co1,CCOc1ccccc1-c1nc(CN(C)CC2OCCO2)co1,.,=,-5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCN(Cc1ccccc1)Cc1coc(-c2ccccc2OCC)n1,CCCCN(Cc1ccccc1)Cc1coc(-c2ccccc2OCC)n1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCCCN(C)Cc1coc(-c2ccccc2OCC)n1,CCCCN(C)Cc1coc(-c2ccccc2OCC)n1,.,=,1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CC)CCN(CC)CC)co1,CCOc1ccccc1-c1nc(CN(CC)CCN(CC)CC)co1,.,=,-5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(CC)Cc2ccccc2)co1,CCOc1ccccc1-c1nc(CN(CC)Cc2ccccc2)co1,.,=,-5.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(Cc2ccccc2)C(C)(C)C)co1,CCOc1ccccc1-c1nc(CN(Cc2ccccc2)C(C)(C)C)co1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C=CCN(CC=C)Cc1coc(-c2ccccc2OCC)n1,C=CCN(CC=C)Cc1coc(-c2ccccc2OCC)n1,.,=,2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
C#CCN(C)Cc1coc(-c2ccccc2OCC)n1,C#CCN(C)Cc1coc(-c2ccccc2OCC)n1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CC(OC)OC)co1,CCOc1ccccc1-c1nc(CN(C)CC(OC)OC)co1,.,=,4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)c2ccc(OC)cc2)co1,CCOc1ccccc1-c1nc(CN(C)c2ccc(OC)cc2)co1,.,=,2.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CCc2ccccc2)co1,CCOc1ccccc1-c1nc(CN(C)CCc2ccccc2)co1,.,=,-7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)Cc2ccccc2)co1,CCOc1ccccc1-c1nc(CN(C)Cc2ccccc2)co1,.,=,4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)c2ccccc2)co1,CCOc1ccccc1-c1nc(CN(C)c2ccccc2)co1,.,=,-11.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCCCCC2)co1,CCOc1ccccc1-c1nc(CN2CCCCCC2)co1,.,=,7.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCc3ccccc3C2)co1,CCOc1ccccc1-c1nc(CN2CCc3ccccc3C2)co1,.,=,-4.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCCC3CCCCC32)co1,CCOc1ccccc1-c1nc(CN2CCCC3CCCCC32)co1,.,=,37.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)C2CCN(C)CC2)co1,CCOc1ccccc1-c1nc(CN(C)C2CCN(C)CC2)co1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCC(N3CCCCC3)CC2)co1,CCOc1ccccc1-c1nc(CN2CCC(N3CCCCC3)CC2)co1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN(C)CCc2ccccn2)co1,CCOc1ccccc1-c1nc(CN(C)CCc2ccccn2)co1,.,=,9.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCC(C)CC2)co1,CCOc1ccccc1-c1nc(CN2CCC(C)CC2)co1,.,=,13.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOC(=O)C1CCN(Cc2coc(-c3ccccc3OCC)n2)CC1,CCOC(=O)C1CCN(Cc2coc(-c3ccccc3OCC)n2)CC1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CC(C)CC(C)C2)co1,CCOc1ccccc1-c1nc(CN2CC(C)CC(C)C2)co1,.,=,0.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCCC(C)C2)co1,CCOc1ccccc1-c1nc(CN2CCCC(C)C2)co1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOC(=O)C1CCCN(Cc2coc(-c3ccccc3OCC)n2)C1,CCOC(=O)C1CCCN(Cc2coc(-c3ccccc3OCC)n2)C1,.,=,6.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCCCC2CC)co1,CCOc1ccccc1-c1nc(CN2CCCCC2CC)co1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCCCC2C)co1,CCOc1ccccc1-c1nc(CN2CCCCC2C)co1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOC(=O)C1CCCCN1Cc1coc(-c2ccccc2OCC)n1,CCOC(=O)C1CCCCN1Cc1coc(-c2ccccc2OCC)n1,.,=,3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOC(=O)C1CCCCN1Cc1coc(-c2ccccc2Br)n1,CCOC(=O)C1CCCCN1Cc1coc(-c2ccccc2Br)n1,.,=,-3.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
CCOc1ccccc1-c1nc(CN2CCCCC2)co1,CCOc1ccccc1-c1nc(CN2CCCCC2)co1,.,=,-1.0,T. b. brucei,,,%,,% inhibition,,,HAT in vitro,set5,F,SBRI 427,ORGANISM,2.0,,SCYNEXIS,TBSP24AUG07,SCYVTHAT1,
